Date,Return
2019-07-05,-0.0022067009751915
2019-07-08,-0.0045375668086461
2019-07-09,0.0056921676227093
2019-07-10,0.0087619604997398
2019-07-11,-0.0019717014760026
2019-07-12,0.0049347452930099
2019-07-15,0.0026989028812152
2019-07-16,-0.0045131872331883
2019-07-17,-0.0050134824135923
2019-07-18,0.0022858768913031
2019-07-19,-0.008768715286396
2019-07-22,0.0077809179427142
2019-07-23,0.0048309846911767
2019-07-24,0.0038047088524959
2019-07-25,-0.006951961017578
2019-07-26,0.0025435646958833
2019-07-29,-0.0039549889575867
2019-07-30,-0.002116107393591
2019-07-31,-0.0126322940786358
2019-08-01,-0.0064780072341032
2019-08-02,-0.0129729371145655
2019-08-05,-0.0381342174130082
2019-08-06,0.014660537594091
2019-08-07,0.0057198966790305
2019-08-08,0.0221865453324159
2019-08-09,-0.0080470329002775
2019-08-12,-0.0090651624596215
2019-08-13,0.0177179005833409
2019-08-14,-0.0271291865214434
2019-08-15,0.0053474493429513
2019-08-16,0.0127113217352129
2019-08-19,0.013123181859138
2019-08-20,-0.0061401793402956
2019-08-21,0.0086584401798245
2019-08-22,-0.0020994747862311
2019-08-23,-0.0263329184720046
2019-08-26,0.0132040580747578
2019-08-27,-0.0020663408772787
2019-08-28,0.0035798401397712
2019-08-29,0.0131284428992894
2019-08-30,-0.0014239740541672
2019-09-03,-0.0043503107639145
2019-09-04,0.0133056038652878
2019-09-05,0.0105953808495345
2019-09-06,-0.0025923611339868
2019-09-09,-0.0021719146295622
2019-09-10,-0.0023610085069809
2019-09-11,0.0073162540310235
2019-09-12,0.004559701849294
2019-09-13,-0.0071138545288533
2019-09-16,-0.0030922792455519
2019-09-17,0.006571494768474
2019-09-18,0.0018568587737129
2019-09-19,0.0030960776272444
2019-09-20,-0.0070749662166561
2019-09-23,-0.000248796139361
2019-09-24,-0.0077011949300547
2019-09-25,0.0077537407090306
2019-09-26,-0.0014930414079531
2019-09-27,-0.0069339922791354
2019-09-30,0.006695148545262
2019-10-01,-0.0086243588182999
2019-10-02,-0.0161735515344807
2019-10-03,0.0100308589858989
2019-10-04,0.0139646884942533
2019-10-07,-0.0039740776675384
2019-10-08,-0.0126496727408781
2019-10-09,0.0097568504701378
2019-10-10,0.0053869368872538
2019-10-11,0.0094602222111902
2019-10-14,-0.0015742116287575
2019-10-15,0.0062486977890185
2019-10-16,-0.0024478477573762
2019-10-17,0.0017908029930284
2019-10-18,-0.0027245378332378
2019-10-21,0.0088061769233118
2019-10-22,-0.007258601302087
2019-10-23,0.0065045730395708
2019-10-24,0.0035120320426002
2019-10-25,0.0020214633010181
2019-10-28,0.0044328369319724
2019-10-29,-0.0077159017926895
2019-10-30,0.0044960056494968
2019-10-31,-6.411643908262651e-07
2019-11-01,0.0051668939424916
2019-11-04,0.0045645942152898
2019-11-05,-0.0037841320413054
2019-11-06,0.0031683721222237
2019-11-07,0.0040435814987891
2019-11-08,0.0024819311772118
2019-11-11,0.0014694785164718
2019-11-12,0.0036170911806048
2019-11-13,0.0007820856436187
2019-11-14,0.0039173252586894
2019-11-15,0.0040835228661013
2019-11-18,0.0037289377594296
2019-11-19,-0.0001308535012769
2019-11-20,-0.0045803987741725
2019-11-21,-0.0026573776563117
2019-11-22,-0.0064272828404562
2019-11-25,0.0135234271299527
2019-11-26,-0.002755896982695
2019-11-27,0.0051350541571832
2019-11-29,-0.0040304344346452
2019-12-02,-0.0098292296305394
2019-12-03,-0.0039978767914428
2019-12-04,0.0054958859166299
2019-12-05,0.0020646115562385
2019-12-06,0.010681302895293
2019-12-09,-0.0019933448629662
2019-12-10,0.0040511725481857
2019-12-11,0.0055126612761255
2019-12-12,0.0102013537390199
2019-12-13,0.0022826393711005
2019-12-16,0.0153324227013367
2019-12-17,-0.0001195580937387
2019-12-18,0.00328030198592
2019-12-19,0.0089538361256782
2019-12-20,0.00502638054608
2019-12-23,0.0053652918224311
2019-12-24,0.0011539899742256
2019-12-26,0.0082171749058981
2019-12-27,-0.0017348355966896
2019-12-30,-0.0093966520460694
2019-12-31,0.0042537766634739
2020-01-02,0.0157779679245729
2020-01-03,-0.0056096438361847
2020-01-06,0.0078411420684246
2020-01-07,0.0026422683254279
2020-01-08,0.0128023091347829
2020-01-09,0.006959955075337
2020-01-10,-0.0009593996229619
2020-01-13,0.0201545934293852
2020-01-14,-0.0024781558260537
2020-01-15,-0.0025745274440703
2020-01-16,0.0086791102771741
2020-01-17,0.0052169820405731
2020-01-21,0.0050764982590874
2020-01-22,0.0062682006801457
2020-01-23,0.0032388637370588
2020-01-24,-0.0088564249882914
2020-01-27,-0.0192883393603631
2020-01-28,0.016348064684496
2020-01-29,0.0058709723774464
2020-01-30,0.0136203414236682
2020-01-31,-0.0202021791902657
2020-02-03,0.033082136317095
2020-02-04,0.0313019434749473
2020-02-05,-0.0174097006462885
2020-02-06,0.0110219109509421
2020-02-07,-0.0053899053960338
2020-02-10,0.0168596364232242
2020-02-11,0.0003268089558414
2020-02-12,0.0067702579153616
2020-02-13,0.001551835785295
2020-02-14,0.0079995567257732
2020-02-18,0.0084403409259688
2020-02-19,0.0198399853078115
2020-02-20,-0.0105666028208968
2020-02-21,-0.021113176888953
2020-02-24,-0.0478721866721866
2020-02-25,-0.0285981821572668
2020-02-26,0.0034919821489371
2020-02-27,-0.0601673458417474
2020-02-28,0.0092391311399783
2020-03-02,0.0588325738488983
2020-03-03,-0.02387993057754
2020-03-04,0.0430551081164883
2020-03-05,-0.0292644666477475
2020-03-06,-0.0169247206125929
2020-03-09,-0.0678081406263101
